ID,ECLO
ACCIDENT_39609,3.8304977
ACCIDENT_39610,3.4520543
ACCIDENT_39611,4.9468684
ACCIDENT_39612,4.2853107
ACCIDENT_39613,4.4322853
ACCIDENT_39614,3.876685
ACCIDENT_39615,4.226523
ACCIDENT_39616,3.6915212
ACCIDENT_39617,4.058609
ACCIDENT_39618,4.2324195
ACCIDENT_39619,3.9654424
ACCIDENT_39620,3.3760116
ACCIDENT_39621,3.8429332
ACCIDENT_39622,3.3550756
ACCIDENT_39623,3.209108
ACCIDENT_39624,4.027323
ACCIDENT_39625,4.0534253
ACCIDENT_39626,4.0970016
ACCIDENT_39627,4.0699735
ACCIDENT_39628,4.312644
ACCIDENT_39629,3.3574526
ACCIDENT_39630,3.3201041
ACCIDENT_39631,4.2008367
ACCIDENT_39632,4.074483
ACCIDENT_39633,4.1459775
ACCIDENT_39634,4.4936476
ACCIDENT_39635,4.2815614
ACCIDENT_39636,4.4448533
ACCIDENT_39637,3.4046538
ACCIDENT_39638,4.1587286
ACCIDENT_39639,4.40447
ACCIDENT_39640,3.9690647
ACCIDENT_39641,4.0337076
ACCIDENT_39642,3.4640422
ACCIDENT_39643,4.1530194
ACCIDENT_39644,3.209107
ACCIDENT_39645,3.425849
ACCIDENT_39646,4.249408
ACCIDENT_39647,4.4850893
ACCIDENT_39648,4.565311
ACCIDENT_39649,3.2091057
ACCIDENT_39650,3.5491197
ACCIDENT_39651,3.3059852
ACCIDENT_39652,4.4721627
ACCIDENT_39653,3.5499609
ACCIDENT_39654,3.4143963
ACCIDENT_39655,3.869904
ACCIDENT_39656,3.4326632
ACCIDENT_39657,3.970432
ACCIDENT_39658,4.1892657
ACCIDENT_39659,3.9759438
ACCIDENT_39660,4.207106
ACCIDENT_39661,3.9684885
ACCIDENT_39662,4.6947427
ACCIDENT_39663,4.123909
ACCIDENT_39664,3.90292
ACCIDENT_39665,3.9286585
ACCIDENT_39666,3.2677486
ACCIDENT_39667,3.98259
ACCIDENT_39668,3.3321867
ACCIDENT_39669,3.3472111
ACCIDENT_39670,3.8992844
ACCIDENT_39671,4.4980674
ACCIDENT_39672,4.471078
ACCIDENT_39673,3.4781597
ACCIDENT_39674,4.200005
ACCIDENT_39675,3.603564
ACCIDENT_39676,3.943777
ACCIDENT_39677,3.3502455
ACCIDENT_39678,3.513362
ACCIDENT_39679,3.923679
ACCIDENT_39680,3.98249
ACCIDENT_39681,3.2855697
ACCIDENT_39682,3.9630246
ACCIDENT_39683,3.787464
ACCIDENT_39684,3.3538826
ACCIDENT_39685,4.054119
ACCIDENT_39686,4.540302
ACCIDENT_39687,4.251897
ACCIDENT_39688,3.2374814
ACCIDENT_39689,4.2149177
ACCIDENT_39690,3.9889853
ACCIDENT_39691,3.7108374
ACCIDENT_39692,3.697658
ACCIDENT_39693,3.3985283
ACCIDENT_39694,4.375069
ACCIDENT_39695,3.9714613
ACCIDENT_39696,4.4330273
ACCIDENT_39697,3.9670627
ACCIDENT_39698,4.083144
ACCIDENT_39699,3.9248824
ACCIDENT_39700,4.002648
ACCIDENT_39701,4.1256366
ACCIDENT_39702,4.0466247
ACCIDENT_39703,4.4160514
ACCIDENT_39704,4.2111382
ACCIDENT_39705,3.9641802
ACCIDENT_39706,3.3535004
ACCIDENT_39707,4.2074676
ACCIDENT_39708,4.144334
ACCIDENT_39709,4.1027164
ACCIDENT_39710,3.4825065
ACCIDENT_39711,3.7155728
ACCIDENT_39712,3.6971877
ACCIDENT_39713,3.918352
ACCIDENT_39714,4.3150015
ACCIDENT_39715,4.2190037
ACCIDENT_39716,3.9105713
ACCIDENT_39717,3.9581692
ACCIDENT_39718,3.9571407
ACCIDENT_39719,3.8923419
ACCIDENT_39720,3.919137
ACCIDENT_39721,4.1591463
ACCIDENT_39722,4.0399723
ACCIDENT_39723,3.9544444
ACCIDENT_39724,4.0141726
ACCIDENT_39725,4.1736546
ACCIDENT_39726,4.3175535
ACCIDENT_39727,3.2671902
ACCIDENT_39728,3.964832
ACCIDENT_39729,4.100463
ACCIDENT_39730,4.302599
ACCIDENT_39731,4.1649957
ACCIDENT_39732,3.6701877
ACCIDENT_39733,3.7703476
ACCIDENT_39734,3.3574505
ACCIDENT_39735,3.8644748
ACCIDENT_39736,4.0391006
ACCIDENT_39737,3.635112
ACCIDENT_39738,3.9480217
ACCIDENT_39739,4.0785313
ACCIDENT_39740,3.857227
ACCIDENT_39741,3.3611877
ACCIDENT_39742,3.9900434
ACCIDENT_39743,3.9267669
ACCIDENT_39744,4.17665
ACCIDENT_39745,4.0095615
ACCIDENT_39746,3.3768282
ACCIDENT_39747,3.995129
ACCIDENT_39748,4.096072
ACCIDENT_39749,3.2267654
ACCIDENT_39750,3.8942068
ACCIDENT_39751,3.5837224
ACCIDENT_39752,4.2484922
ACCIDENT_39753,3.9654496
ACCIDENT_39754,3.9156191
ACCIDENT_39755,3.4603617
ACCIDENT_39756,3.790499
ACCIDENT_39757,3.8900383
ACCIDENT_39758,4.4489174
ACCIDENT_39759,3.436864
ACCIDENT_39760,4.141653
ACCIDENT_39761,3.9345965
ACCIDENT_39762,4.297367
ACCIDENT_39763,3.984379
ACCIDENT_39764,3.8080041
ACCIDENT_39765,4.200707
ACCIDENT_39766,3.5140045
ACCIDENT_39767,3.4839551
ACCIDENT_39768,3.4067936
ACCIDENT_39769,4.254324
ACCIDENT_39770,3.9679244
ACCIDENT_39771,4.0328436
ACCIDENT_39772,4.0889926
ACCIDENT_39773,3.985625
ACCIDENT_39774,3.9170554
ACCIDENT_39775,3.2881734
ACCIDENT_39776,3.2966805
ACCIDENT_39777,4.1565347
ACCIDENT_39778,4.016202
ACCIDENT_39779,4.5055947
ACCIDENT_39780,4.1884804
ACCIDENT_39781,4.100274
ACCIDENT_39782,4.212446
ACCIDENT_39783,4.200028
ACCIDENT_39784,4.86132
ACCIDENT_39785,4.1915917
ACCIDENT_39786,3.3435702
ACCIDENT_39787,4.595631
ACCIDENT_39788,3.4469466
ACCIDENT_39789,4.0461874
ACCIDENT_39790,4.0064926
ACCIDENT_39791,3.687441
ACCIDENT_39792,3.3673565
ACCIDENT_39793,4.035717
ACCIDENT_39794,3.5285509
ACCIDENT_39795,4.516894
ACCIDENT_39796,3.4529817
ACCIDENT_39797,4.2203097
ACCIDENT_39798,4.1750274
ACCIDENT_39799,4.2483783
ACCIDENT_39800,4.2356906
ACCIDENT_39801,4.3284035
ACCIDENT_39802,4.3977995
ACCIDENT_39803,4.5312605
ACCIDENT_39804,4.4708633
ACCIDENT_39805,3.382562
ACCIDENT_39806,4.4533234
ACCIDENT_39807,5.2883835
ACCIDENT_39808,4.4337506
ACCIDENT_39809,4.13776
ACCIDENT_39810,3.3662846
ACCIDENT_39811,3.580714
ACCIDENT_39812,4.0729103
ACCIDENT_39813,3.9501445
ACCIDENT_39814,3.6506672
ACCIDENT_39815,4.2977047
ACCIDENT_39816,4.489115
ACCIDENT_39817,3.9931452
ACCIDENT_39818,4.667125
ACCIDENT_39819,4.8293557
ACCIDENT_39820,4.644818
ACCIDENT_39821,4.600207
ACCIDENT_39822,5.1230125
ACCIDENT_39823,4.4165072
ACCIDENT_39824,4.1682377
ACCIDENT_39825,4.4420733
ACCIDENT_39826,4.0599246
ACCIDENT_39827,4.3450336
ACCIDENT_39828,4.4306073
ACCIDENT_39829,4.3247595
ACCIDENT_39830,4.674503
ACCIDENT_39831,4.5425663
ACCIDENT_39832,4.4964156
ACCIDENT_39833,4.7381086
ACCIDENT_39834,4.417682
ACCIDENT_39835,3.4057276
ACCIDENT_39836,4.7787666
ACCIDENT_39837,3.9694617
ACCIDENT_39838,4.0630302
ACCIDENT_39839,4.463516
ACCIDENT_39840,4.1787095
ACCIDENT_39841,4.260684
ACCIDENT_39842,4.011117
ACCIDENT_39843,4.20841
ACCIDENT_39844,3.8356535
ACCIDENT_39845,4.524921
ACCIDENT_39846,3.9252002
ACCIDENT_39847,4.234962
ACCIDENT_39848,4.7747235
ACCIDENT_39849,4.0136347
ACCIDENT_39850,3.3287637
ACCIDENT_39851,4.1558814
ACCIDENT_39852,3.9758806
ACCIDENT_39853,3.587351
ACCIDENT_39854,4.227296
ACCIDENT_39855,4.2568793
ACCIDENT_39856,4.0707264
ACCIDENT_39857,4.2037516
ACCIDENT_39858,4.2720385
ACCIDENT_39859,4.1854525
ACCIDENT_39860,4.0464015
ACCIDENT_39861,3.3343601
ACCIDENT_39862,4.1806064
ACCIDENT_39863,3.30956
ACCIDENT_39864,3.4154377
ACCIDENT_39865,3.7302673
ACCIDENT_39866,3.9251773
ACCIDENT_39867,3.999973
ACCIDENT_39868,4.1600165
ACCIDENT_39869,4.231464
ACCIDENT_39870,4.3806014
ACCIDENT_39871,4.0893245
ACCIDENT_39872,3.9197323
ACCIDENT_39873,3.9185507
ACCIDENT_39874,4.523543
ACCIDENT_39875,4.147085
ACCIDENT_39876,3.8441942
ACCIDENT_39877,4.1067095
ACCIDENT_39878,3.7791858
ACCIDENT_39879,4.149517
ACCIDENT_39880,3.2092223
ACCIDENT_39881,3.8953102
ACCIDENT_39882,4.101623
ACCIDENT_39883,3.9824932
ACCIDENT_39884,4.121082
ACCIDENT_39885,4.162302
ACCIDENT_39886,3.8125467
ACCIDENT_39887,4.0024076
ACCIDENT_39888,3.913184
ACCIDENT_39889,3.420229
ACCIDENT_39890,4.124438
ACCIDENT_39891,3.9720957
ACCIDENT_39892,3.6321068
ACCIDENT_39893,4.057682
ACCIDENT_39894,3.3469663
ACCIDENT_39895,3.8785465
ACCIDENT_39896,3.9366908
ACCIDENT_39897,3.931453
ACCIDENT_39898,3.50067
ACCIDENT_39899,4.262801
ACCIDENT_39900,3.9233253
ACCIDENT_39901,4.7512116
ACCIDENT_39902,3.3265843
ACCIDENT_39903,3.998895
ACCIDENT_39904,3.4581065
ACCIDENT_39905,4.2212887
ACCIDENT_39906,3.9758036
ACCIDENT_39907,3.9412384
ACCIDENT_39908,4.5115113
ACCIDENT_39909,3.9572875
ACCIDENT_39910,4.0607023
ACCIDENT_39911,4.1195645
ACCIDENT_39912,4.022798
ACCIDENT_39913,3.9774995
ACCIDENT_39914,3.8588295
ACCIDENT_39915,3.8515124
ACCIDENT_39916,4.1340866
ACCIDENT_39917,3.6893718
ACCIDENT_39918,4.3989763
ACCIDENT_39919,4.3687844
ACCIDENT_39920,3.9061887
ACCIDENT_39921,4.07202
ACCIDENT_39922,4.043883
ACCIDENT_39923,3.4460597
ACCIDENT_39924,4.0545306
ACCIDENT_39925,4.092132
ACCIDENT_39926,4.090877
ACCIDENT_39927,3.639406
ACCIDENT_39928,4.2799916
ACCIDENT_39929,3.9145918
ACCIDENT_39930,4.3383207
ACCIDENT_39931,3.9614363
ACCIDENT_39932,3.9824378
ACCIDENT_39933,3.8830943
ACCIDENT_39934,3.924308
ACCIDENT_39935,3.9980412
ACCIDENT_39936,3.9962673
ACCIDENT_39937,3.8818147
ACCIDENT_39938,4.2278376
ACCIDENT_39939,3.3601775
ACCIDENT_39940,4.0672035
ACCIDENT_39941,3.946921
ACCIDENT_39942,3.257346
ACCIDENT_39943,4.379501
ACCIDENT_39944,4.0414534
ACCIDENT_39945,3.4115608
ACCIDENT_39946,4.94725
ACCIDENT_39947,3.9683435
ACCIDENT_39948,4.1765747
