ID,ECLO
ACCIDENT_39609,3.9708748
ACCIDENT_39610,3.6697564
ACCIDENT_39611,5.3237553
ACCIDENT_39612,4.503643
ACCIDENT_39613,4.4301634
ACCIDENT_39614,3.8257976
ACCIDENT_39615,4.2510977
ACCIDENT_39616,3.578605
ACCIDENT_39617,4.047942
ACCIDENT_39618,4.2309365
ACCIDENT_39619,3.9889035
ACCIDENT_39620,3.4414213
ACCIDENT_39621,3.8682303
ACCIDENT_39622,3.4157114
ACCIDENT_39623,3.3191981
ACCIDENT_39624,4.0157886
ACCIDENT_39625,4.0096893
ACCIDENT_39626,4.090065
ACCIDENT_39627,4.2378106
ACCIDENT_39628,4.2810235
ACCIDENT_39629,3.8030481
ACCIDENT_39630,3.43159
ACCIDENT_39631,4.1845803
ACCIDENT_39632,4.0719337
ACCIDENT_39633,4.1701703
ACCIDENT_39634,4.521693
ACCIDENT_39635,4.340298
ACCIDENT_39636,4.652216
ACCIDENT_39637,3.546617
ACCIDENT_39638,4.165257
ACCIDENT_39639,4.400089
ACCIDENT_39640,4.013775
ACCIDENT_39641,4.0415897
ACCIDENT_39642,3.820406
ACCIDENT_39643,4.2261868
ACCIDENT_39644,3.3191042
ACCIDENT_39645,3.679114
ACCIDENT_39646,4.2944717
ACCIDENT_39647,4.6700306
ACCIDENT_39648,4.6396914
ACCIDENT_39649,3.3191755
ACCIDENT_39650,3.7500277
ACCIDENT_39651,3.6499455
ACCIDENT_39652,4.3825912
ACCIDENT_39653,3.3551102
ACCIDENT_39654,3.6396713
ACCIDENT_39655,3.6590352
ACCIDENT_39656,3.5495353
ACCIDENT_39657,3.879682
ACCIDENT_39658,4.145248
ACCIDENT_39659,3.7394104
ACCIDENT_39660,4.165235
ACCIDENT_39661,3.8726385
ACCIDENT_39662,4.851363
ACCIDENT_39663,4.1354055
ACCIDENT_39664,3.6349978
ACCIDENT_39665,3.8537183
ACCIDENT_39666,3.3510067
ACCIDENT_39667,3.9400544
ACCIDENT_39668,3.4044106
ACCIDENT_39669,3.419015
ACCIDENT_39670,3.8420477
ACCIDENT_39671,4.4545083
ACCIDENT_39672,4.4531684
ACCIDENT_39673,3.5525608
ACCIDENT_39674,4.165136
ACCIDENT_39675,3.5432267
ACCIDENT_39676,3.9326324
ACCIDENT_39677,3.4012213
ACCIDENT_39678,3.476707
ACCIDENT_39679,3.8850896
ACCIDENT_39680,3.9511743
ACCIDENT_39681,3.3701057
ACCIDENT_39682,3.75178
ACCIDENT_39683,3.6474009
ACCIDENT_39684,3.555588
ACCIDENT_39685,4.0443845
ACCIDENT_39686,4.6015797
ACCIDENT_39687,4.1855345
ACCIDENT_39688,3.357941
ACCIDENT_39689,4.1540084
ACCIDENT_39690,3.9202166
ACCIDENT_39691,3.604363
ACCIDENT_39692,3.6315284
ACCIDENT_39693,3.5011196
ACCIDENT_39694,4.273957
ACCIDENT_39695,3.9257193
ACCIDENT_39696,4.4488893
ACCIDENT_39697,4.009327
ACCIDENT_39698,4.0475283
ACCIDENT_39699,3.7155247
ACCIDENT_39700,3.8974237
ACCIDENT_39701,4.067494
ACCIDENT_39702,3.955119
ACCIDENT_39703,4.379349
ACCIDENT_39704,4.176268
ACCIDENT_39705,3.846317
ACCIDENT_39706,3.5752807
ACCIDENT_39707,4.195361
ACCIDENT_39708,4.1870184
ACCIDENT_39709,4.11586
ACCIDENT_39710,3.3740525
ACCIDENT_39711,3.5113769
ACCIDENT_39712,3.6570163
ACCIDENT_39713,3.8850236
ACCIDENT_39714,4.2815766
ACCIDENT_39715,4.153783
ACCIDENT_39716,3.8830142
ACCIDENT_39717,3.8683214
ACCIDENT_39718,3.913613
ACCIDENT_39719,3.8413
ACCIDENT_39720,3.827298
ACCIDENT_39721,4.1155577
ACCIDENT_39722,4.0830927
ACCIDENT_39723,3.9543724
ACCIDENT_39724,3.9280443
ACCIDENT_39725,4.1295614
ACCIDENT_39726,4.4410653
ACCIDENT_39727,3.353009
ACCIDENT_39728,4.0061607
ACCIDENT_39729,4.031289
ACCIDENT_39730,4.2675734
ACCIDENT_39731,4.1113105
ACCIDENT_39732,3.5727258
ACCIDENT_39733,3.7468557
ACCIDENT_39734,3.4106207
ACCIDENT_39735,3.7190688
ACCIDENT_39736,4.128523
ACCIDENT_39737,3.7954226
ACCIDENT_39738,3.947919
ACCIDENT_39739,4.037486
ACCIDENT_39740,3.851282
ACCIDENT_39741,3.439824
ACCIDENT_39742,3.9035816
ACCIDENT_39743,3.850624
ACCIDENT_39744,4.135975
ACCIDENT_39745,3.9244561
ACCIDENT_39746,3.4665833
ACCIDENT_39747,3.9041765
ACCIDENT_39748,4.064738
ACCIDENT_39749,3.3606634
ACCIDENT_39750,3.8776798
ACCIDENT_39751,3.4842634
ACCIDENT_39752,4.2191877
ACCIDENT_39753,3.866725
ACCIDENT_39754,3.9143553
ACCIDENT_39755,3.547196
ACCIDENT_39756,3.7341413
ACCIDENT_39757,3.841586
ACCIDENT_39758,4.394437
ACCIDENT_39759,3.6662269
ACCIDENT_39760,4.092562
ACCIDENT_39761,3.8477569
ACCIDENT_39762,4.216535
ACCIDENT_39763,4.0248656
ACCIDENT_39764,3.5514402
ACCIDENT_39765,4.1670094
ACCIDENT_39766,3.6487865
ACCIDENT_39767,3.7830677
ACCIDENT_39768,3.515356
ACCIDENT_39769,4.350392
ACCIDENT_39770,4.140763
ACCIDENT_39771,3.940647
ACCIDENT_39772,4.0148797
ACCIDENT_39773,3.9467373
ACCIDENT_39774,3.8107219
ACCIDENT_39775,3.358766
ACCIDENT_39776,3.3591008
ACCIDENT_39777,4.11012
ACCIDENT_39778,3.8795705
ACCIDENT_39779,4.488901
ACCIDENT_39780,4.121698
ACCIDENT_39781,3.9187865
ACCIDENT_39782,4.1853447
ACCIDENT_39783,4.1658535
ACCIDENT_39784,4.99265
ACCIDENT_39785,4.13786
ACCIDENT_39786,3.400584
ACCIDENT_39787,4.6411123
ACCIDENT_39788,3.508179
ACCIDENT_39789,4.0230703
ACCIDENT_39790,3.9860182
ACCIDENT_39791,3.572208
ACCIDENT_39792,3.350682
ACCIDENT_39793,4.0272894
ACCIDENT_39794,3.4364204
ACCIDENT_39795,4.7925005
ACCIDENT_39796,3.721478
ACCIDENT_39797,4.222658
ACCIDENT_39798,4.1388535
