ID,ECLO
ACCIDENT_39609,3.7331877
ACCIDENT_39610,3.5497198
ACCIDENT_39611,5.0631485
ACCIDENT_39612,4.458043
ACCIDENT_39613,4.375587
ACCIDENT_39614,3.8001752
ACCIDENT_39615,4.216405
ACCIDENT_39616,3.586141
ACCIDENT_39617,4.0200677
ACCIDENT_39618,4.2141085
ACCIDENT_39619,3.9677997
ACCIDENT_39620,3.4150796
ACCIDENT_39621,3.8773284
ACCIDENT_39622,3.408794
ACCIDENT_39623,3.105744
ACCIDENT_39624,4.0190234
ACCIDENT_39625,4.016997
ACCIDENT_39626,4.075851
ACCIDENT_39627,4.2498503
ACCIDENT_39628,4.2510877
ACCIDENT_39629,3.5287318
ACCIDENT_39630,3.2999654
ACCIDENT_39631,4.0521
ACCIDENT_39632,4.036784
ACCIDENT_39633,4.141346
ACCIDENT_39634,4.386154
ACCIDENT_39635,4.2359567
ACCIDENT_39636,4.6484737
ACCIDENT_39637,3.488216
ACCIDENT_39638,4.1490474
ACCIDENT_39639,4.3004336
ACCIDENT_39640,4.0047483
ACCIDENT_39641,4.058828
ACCIDENT_39642,3.5610938
ACCIDENT_39643,4.156776
ACCIDENT_39644,3.1414218
ACCIDENT_39645,3.4518247
ACCIDENT_39646,4.2584605
ACCIDENT_39647,4.4201436
ACCIDENT_39648,4.492622
ACCIDENT_39649,3.1248236
ACCIDENT_39650,3.6546159
ACCIDENT_39651,3.369882
ACCIDENT_39652,4.2431226
ACCIDENT_39653,3.4169846
ACCIDENT_39654,3.6334615
ACCIDENT_39655,3.6082063
ACCIDENT_39656,3.4921293
ACCIDENT_39657,3.8108945
ACCIDENT_39658,4.0699883
ACCIDENT_39659,3.6377182
ACCIDENT_39660,4.1031456
ACCIDENT_39661,3.8033028
ACCIDENT_39662,4.542008
ACCIDENT_39663,4.0397496
ACCIDENT_39664,3.5625515
ACCIDENT_39665,3.8013344
ACCIDENT_39666,3.3064222
ACCIDENT_39667,3.8740458
ACCIDENT_39668,3.3911781
ACCIDENT_39669,3.4148612
ACCIDENT_39670,3.799337
ACCIDENT_39671,4.266916
ACCIDENT_39672,4.196734
ACCIDENT_39673,3.4871507
ACCIDENT_39674,4.1286345
ACCIDENT_39675,3.473948
ACCIDENT_39676,3.9067373
ACCIDENT_39677,3.1588836
ACCIDENT_39678,3.4458861
ACCIDENT_39679,3.861157
ACCIDENT_39680,3.893896
ACCIDENT_39681,3.105744
ACCIDENT_39682,3.6818867
ACCIDENT_39683,3.63166
ACCIDENT_39684,3.284761
ACCIDENT_39685,4.059605
ACCIDENT_39686,4.335235
ACCIDENT_39687,4.102555
ACCIDENT_39688,3.1966076
ACCIDENT_39689,4.119068
ACCIDENT_39690,3.8827777
ACCIDENT_39691,3.6187506
ACCIDENT_39692,3.612059
ACCIDENT_39693,3.4638467
ACCIDENT_39694,4.1610823
ACCIDENT_39695,3.8623157
ACCIDENT_39696,4.239922
ACCIDENT_39697,3.9287348
ACCIDENT_39698,3.980918
ACCIDENT_39699,3.6065693
ACCIDENT_39700,3.8329263
ACCIDENT_39701,3.9682307
ACCIDENT_39702,3.889614
ACCIDENT_39703,4.2591753
ACCIDENT_39704,4.0780625
ACCIDENT_39705,3.7947798
ACCIDENT_39706,3.5494523
ACCIDENT_39707,4.052306
ACCIDENT_39708,4.0420995
ACCIDENT_39709,4.0512805
ACCIDENT_39710,3.3850746
ACCIDENT_39711,3.4288483
ACCIDENT_39712,3.5634222
ACCIDENT_39713,3.840222
ACCIDENT_39714,4.174455
ACCIDENT_39715,4.0822916
ACCIDENT_39716,3.8241591
ACCIDENT_39717,3.781304
ACCIDENT_39718,3.8568225
ACCIDENT_39719,3.7736034
ACCIDENT_39720,3.7662349
ACCIDENT_39721,4.0429044
ACCIDENT_39722,3.9760866
ACCIDENT_39723,3.8897333
ACCIDENT_39724,3.8730626
ACCIDENT_39725,4.0518417
ACCIDENT_39726,4.3585277
ACCIDENT_39727,3.3048577
ACCIDENT_39728,3.9250722
ACCIDENT_39729,3.9775724
ACCIDENT_39730,4.165094
ACCIDENT_39731,4.0471854
ACCIDENT_39732,3.5907345
ACCIDENT_39733,3.7133384
ACCIDENT_39734,3.424468
ACCIDENT_39735,3.689488
ACCIDENT_39736,4.0638485
ACCIDENT_39737,3.4703083
ACCIDENT_39738,3.8822675
ACCIDENT_39739,3.9897332
ACCIDENT_39740,3.799478
ACCIDENT_39741,3.4302616
ACCIDENT_39742,3.8585687
ACCIDENT_39743,3.7897491
ACCIDENT_39744,4.0086546
ACCIDENT_39745,3.867755
ACCIDENT_39746,3.4489646
ACCIDENT_39747,3.8229747
ACCIDENT_39748,3.9966784
ACCIDENT_39749,3.1849155
ACCIDENT_39750,3.8137345
ACCIDENT_39751,3.470059
ACCIDENT_39752,4.114731
ACCIDENT_39753,3.8344994
ACCIDENT_39754,3.871808
ACCIDENT_39755,3.5185814
ACCIDENT_39756,3.690693
ACCIDENT_39757,3.834097
ACCIDENT_39758,4.2241926
ACCIDENT_39759,3.6641555
ACCIDENT_39760,4.030026
ACCIDENT_39761,3.7840605
ACCIDENT_39762,4.14992
ACCIDENT_39763,3.980114
